,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
4802,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-01-20,25.8,2021
4803,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-01-20,28.4,2021
4804,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-01-20,36.1,2021
4805,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-01-20,48.5,2021
4806,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-01-20,42.2,2021
4807,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-01-20,36.5,2021
4808,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-01-20,36.3,2021
4809,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-01-20,29.5,2021
4810,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-01-20,22.5,2021
4811,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-01-20,17.5,2021
4812,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-01-20,32.4,2021
4813,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-01-20,39.5,2021
4814,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-01-20,41.5,2021
4815,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-01-20,34.9,2021
4816,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-01-20,38.0,2021
4817,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-01-20,30.1,2021
4818,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-01-20,36.6,2021
4819,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-01-20,43.2,2021
4820,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-01-20,34.9,2021
4821,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-01-20,40.7,2021
4822,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-01-20,31.3,2021
4823,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-01-20,36.6,2021
4824,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-01-20,37.1,2021
4825,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-01-20,36.9,2021
4826,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-01-20,35.1,2021
4827,Symptoms of Anxiety Disorder,By State,California,California,2021-01-20,39.7,2021
4828,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-01-20,37.7,2021
4829,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-01-20,35.8,2021
4830,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-01-20,27.1,2021
4831,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-01-20,37.5,2021
4832,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-01-20,35.3,2021
4833,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-01-20,39.0,2021
4834,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-01-20,31.2,2021
4835,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-01-20,32.0,2021
4836,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-01-20,32.3,2021
4837,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-01-20,36.8,2021
4838,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-01-20,31.8,2021
4839,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-01-20,32.1,2021
4840,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-01-20,37.6,2021
4841,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-01-20,43.4,2021
4842,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-01-20,34.2,2021
4843,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-01-20,34.7,2021
4844,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-01-20,36.0,2021
4845,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-01-20,32.9,2021
4846,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-01-20,32.1,2021
4847,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-01-20,35.8,2021
4848,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-01-20,33.6,2021
4849,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-01-20,30.5,2021
4850,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-01-20,28.7,2021
4851,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-01-20,37.4,2021
4852,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-01-20,32.5,2021
4853,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-01-20,35.3,2021
4854,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-01-20,35.8,2021
4855,Symptoms of Anxiety Disorder,By State,New York,New York,2021-01-20,32.3,2021
4856,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-01-20,39.2,2021
4857,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-01-20,23.8,2021
4858,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-01-20,36.4,2021
4859,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-01-20,43.4,2021
4860,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-01-20,36.5,2021
4861,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-01-20,35.1,2021
4862,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-01-20,35.1,2021
4863,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-01-20,32.8,2021
4864,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-01-20,25.8,2021
4865,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-01-20,38.5,2021
4866,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-01-20,38.5,2021
4867,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-01-20,35.9,2021
4868,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-01-20,32.4,2021
4869,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-01-20,32.7,2021
4870,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-01-20,41.0,2021
4871,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-01-20,34.7,2021
4872,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-01-20,30.0,2021
4873,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-01-20,32.5,2021
4874,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-01-20,41.5,2021
4875,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-01-20,56.9,2021
4876,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-01-20,47.2,2021
4877,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-01-20,41.7,2021
4878,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-01-20,41.3,2021
4879,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-01-20,34.2,2021
4880,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-01-20,26.8,2021
4881,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-01-20,22.6,2021
4882,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-01-20,38.0,2021
4883,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-01-20,44.8,2021
4884,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-01-20,47.1,2021
4885,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-01-20,39.8,2021
4886,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-01-20,44.5,2021
4887,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-01-20,37.4,2021
4888,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-01-20,44.8,2021
4889,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-01-20,49.6,2021
4890,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-01-20,41.1,2021
4891,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-01-20,46.4,2021
4892,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-01-20,35.5,2021
4893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-01-20,43.4,2021
4894,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-01-20,43.1,2021
4895,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-01-20,40.8,2021
4896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-01-20,40.0,2021
4897,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-01-20,46.1,2021
4898,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-01-20,41.4,2021
4899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-01-20,40.6,2021
4900,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-01-20,32.8,2021
4901,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-01-20,43.7,2021
4902,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-01-20,40.8,2021
4903,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-01-20,44.3,2021
4904,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-01-20,37.6,2021
4905,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-01-20,40.0,2021
4906,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-01-20,38.5,2021
4907,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-01-20,42.2,2021
4908,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-01-20,38.5,2021
4909,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-01-20,36.5,2021
4910,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-01-20,43.6,2021
4911,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-01-20,47.5,2021
4912,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-01-20,37.5,2021
4913,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-01-20,39.1,2021
4914,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-01-20,42.2,2021
4915,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-01-20,39.9,2021
4916,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-01-20,37.2,2021
4917,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-01-20,42.7,2021
4918,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-01-20,39.0,2021
4919,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-01-20,35.1,2021
4920,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-01-20,33.8,2021
4921,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-01-20,41.4,2021
4922,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-01-20,37.7,2021
4923,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-01-20,42.2,2021
4924,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-01-20,43.3,2021
4925,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-01-20,35.8,2021
4926,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-01-20,44.7,2021
4927,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-01-20,28.8,2021
4928,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-01-20,43.2,2021
4929,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-01-20,47.5,2021
4930,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-01-20,42.0,2021
4931,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-01-20,39.8,2021
4932,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-01-20,41.5,2021
4933,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-01-20,37.6,2021
4934,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-01-20,29.1,2021
4935,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-01-20,43.5,2021
4936,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-01-20,43.4,2021
4937,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-01-20,40.9,2021
4938,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-01-20,36.2,2021
4939,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-01-20,36.9,2021
4940,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-01-20,46.3,2021
4941,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-01-20,41.8,2021
4942,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-01-20,36.4,2021
4943,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-01-20,40.2,2021
4944,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-02-03,28.1,2021
4945,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-02-03,43.9,2021
4946,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-02-03,31.2,2021
4947,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-02-03,28.1,2021
4948,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-02-03,26.0,2021
4949,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-02-03,23.0,2021
4950,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-02-03,16.2,2021
4951,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-02-03,16.0,2021
4952,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-02-03,26.1,2021
4953,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-02-03,29.9,2021
4954,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-03,32.7,2021
4955,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-03,26.2,2021
4956,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-03,31.1,2021
4957,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-03,26.9,2021
4958,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-03,33.2,2021
4959,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-03,37.0,2021
4960,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-03,30.1,2021
4961,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-03,31.0,2021
4962,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-03,21.5,2021
4963,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-02-03,29.8,2021
4964,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-02-03,31.5,2021
4965,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-02-03,30.4,2021
4966,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-02-03,33.4,2021
4967,Symptoms of Depressive Disorder,By State,California,California,2021-02-03,30.3,2021
4968,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-02-03,23.6,2021
4969,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-02-03,27.1,2021
4970,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-02-03,24.8,2021
4971,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-03,24.5,2021
4972,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-02-03,28.1,2021
4973,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-02-03,28.5,2021
4974,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-02-03,23.4,2021
4975,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-02-03,26.6,2021
4976,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-02-03,27.9,2021
4977,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-02-03,25.7,2021
4978,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-02-03,25.0,2021
4979,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-02-03,24.8,2021
4980,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-02-03,28.7,2021
4981,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-02-03,31.3,2021
4982,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-02-03,23.0,2021
4983,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-02-03,26.6,2021
