Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By State,Montana,2021-02-03,23.4,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-02-03,26.0,Moderate
Symptoms of Depressive Disorder,By State,Nevada,2021-02-03,30.4,High
Symptoms of Depressive Disorder,By State,New Hampshire,2021-02-03,19.6,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-02-03,24.3,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-02-03,32.4,High
Symptoms of Depressive Disorder,By State,New York,2021-02-03,31.1,High
Symptoms of Depressive Disorder,By State,North Carolina,2021-02-03,27.5,Moderate
Symptoms of Depressive Disorder,By State,North Dakota,2021-02-03,20.2,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-02-03,25.7,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2021-02-03,27.2,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-02-03,31.0,High
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-02-03,26.5,Moderate
Symptoms of Depressive Disorder,By State,Rhode Island,2021-02-03,27.3,Moderate
Symptoms of Depressive Disorder,By State,South Carolina,2021-02-03,29.7,Moderate
Symptoms of Depressive Disorder,By State,South Dakota,2021-02-03,21.9,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-02-03,30.7,High
Symptoms of Depressive Disorder,By State,Texas,2021-02-03,28.2,Moderate
Symptoms of Depressive Disorder,By State,Utah,2021-02-03,28.7,Moderate
Symptoms of Depressive Disorder,By State,Vermont,2021-02-03,27.2,Moderate
Symptoms of Depressive Disorder,By State,Virginia,2021-02-03,27.5,Moderate
Symptoms of Depressive Disorder,By State,Washington,2021-02-03,28.7,Moderate
Symptoms of Depressive Disorder,By State,West Virginia,2021-02-03,30.7,High
Symptoms of Depressive Disorder,By State,Wisconsin,2021-02-03,25.8,Moderate
Symptoms of Depressive Disorder,By State,Wyoming,2021-02-03,20.0,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-02-03,35.1,High
Symptoms of Anxiety Disorder,By State,Alaska,2021-02-03,33.0,High
Symptoms of Anxiety Disorder,By State,Arizona,2021-02-03,32.8,High
Symptoms of Anxiety Disorder,By State,Arkansas,2021-02-03,38.1,Extreme
Symptoms of Anxiety Disorder,By State,California,2021-02-03,35.7,Extreme
Symptoms of Anxiety Disorder,By State,Colorado,2021-02-03,30.7,High
Symptoms of Anxiety Disorder,By State,Connecticut,2021-02-03,34.3,High
Symptoms of Anxiety Disorder,By State,Delaware,2021-02-03,33.0,High
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-02-03,34.7,High
Symptoms of Anxiety Disorder,By State,Florida,2021-02-03,34.4,High
Symptoms of Anxiety Disorder,By State,Georgia,2021-02-03,30.7,High
Symptoms of Anxiety Disorder,By State,Hawaii,2021-02-03,26.9,Moderate
Symptoms of Anxiety Disorder,By State,Idaho,2021-02-03,30.5,High
Symptoms of Anxiety Disorder,By State,Illinois,2021-02-03,30.7,High
Symptoms of Anxiety Disorder,By State,Indiana,2021-02-03,32.7,High
Symptoms of Anxiety Disorder,By State,Iowa,2021-02-03,30.0,High
Symptoms of Anxiety Disorder,By State,Kansas,2021-02-03,29.3,Moderate
Symptoms of Anxiety Disorder,By State,Kentucky,2021-02-03,30.8,High
Symptoms of Anxiety Disorder,By State,Louisiana,2021-02-03,36.9,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2021-02-03,32.5,High
Symptoms of Anxiety Disorder,By State,Maryland,2021-02-03,33.8,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-02-03,34.4,High
Symptoms of Anxiety Disorder,By State,Michigan,2021-02-03,34.4,High
Symptoms of Anxiety Disorder,By State,Minnesota,2021-02-03,26.9,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2021-02-03,38.6,Extreme
Symptoms of Anxiety Disorder,By State,Missouri,2021-02-03,33.0,High
Symptoms of Anxiety Disorder,By State,Montana,2021-02-03,25.0,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2021-02-03,30.7,High
Symptoms of Anxiety Disorder,By State,Nevada,2021-02-03,39.0,Extreme
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-02-03,29.3,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-02-03,34.3,High
Symptoms of Anxiety Disorder,By State,New Mexico,2021-02-03,37.2,Extreme
Symptoms of Anxiety Disorder,By State,New York,2021-02-03,36.0,Extreme
Symptoms of Anxiety Disorder,By State,North Carolina,2021-02-03,33.8,High
Symptoms of Anxiety Disorder,By State,North Dakota,2021-02-03,30.7,High
Symptoms of Anxiety Disorder,By State,Ohio,2021-02-03,31.2,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-02-03,33.1,High
Symptoms of Anxiety Disorder,By State,Oregon,2021-02-03,39.8,Extreme
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-02-03,29.7,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-02-03,31.3,High
Symptoms of Anxiety Disorder,By State,South Carolina,2021-02-03,34.7,High
Symptoms of Anxiety Disorder,By State,South Dakota,2021-02-03,29.6,Moderate
Symptoms of Anxiety Disorder,By State,Tennessee,2021-02-03,35.5,Extreme
Symptoms of Anxiety Disorder,By State,Texas,2021-02-03,34.8,High
Symptoms of Anxiety Disorder,By State,Utah,2021-02-03,35.6,Extreme
Symptoms of Anxiety Disorder,By State,Vermont,2021-02-03,36.0,Extreme
Symptoms of Anxiety Disorder,By State,Virginia,2021-02-03,33.3,High
Symptoms of Anxiety Disorder,By State,Washington,2021-02-03,36.4,Extreme
Symptoms of Anxiety Disorder,By State,West Virginia,2021-02-03,37.2,Extreme
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-02-03,32.2,High
Symptoms of Anxiety Disorder,By State,Wyoming,2021-02-03,25.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-02-03,40.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-02-03,41.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-02-03,41.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-02-03,43.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-02-03,42.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-02-03,36.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-02-03,40.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-02-03,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-02-03,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-02-03,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-02-03,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-02-03,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-02-03,36.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-02-03,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-02-03,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-02-03,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-02-03,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-02-03,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-02-03,42.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-02-03,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-02-03,37.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-02-03,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-02-03,39.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-02-03,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-02-03,43.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-02-03,39.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-02-03,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-02-03,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-02-03,44.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-02-03,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-02-03,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-02-03,42.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-02-03,41.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-02-03,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-02-03,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-02-03,36.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-02-03,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-02-03,45.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-02-03,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-02-03,38.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-02-03,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-02-03,30.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-02-03,40.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-02-03,39.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-02-03,40.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-02-03,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-02-03,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-02-03,40.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-02-03,41.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-02-03,36.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-02-03,29.2,Moderate
Symptoms of Depressive Disorder,By State,Alabama,2021-02-17,27.6,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2021-02-17,22.0,Mild
Symptoms of Depressive Disorder,By State,Arizona,2021-02-17,28.7,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2021-02-17,28.2,Moderate
Symptoms of Depressive Disorder,By State,California,2021-02-17,29.5,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2021-02-17,28.1,Moderate
Symptoms of Depressive Disorder,By State,Connecticut,2021-02-17,28.1,Moderate
Symptoms of Depressive Disorder,By State,Delaware,2021-02-17,21.6,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-02-17,21.3,Mild
Symptoms of Depressive Disorder,By State,Florida,2021-02-17,27.8,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2021-02-17,28.3,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2021-02-17,22.3,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-02-17,24.1,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-02-17,27.4,Moderate
Symptoms of Depressive Disorder,By State,Indiana,2021-02-17,26.9,Moderate
Symptoms of Depressive Disorder,By State,Iowa,2021-02-17,25.3,Moderate
Symptoms of Depressive Disorder,By State,Kansas,2021-02-17,22.9,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-02-17,34.0,High
Symptoms of Depressive Disorder,By State,Louisiana,2021-02-17,31.9,High
Symptoms of Depressive Disorder,By State,Maine,2021-02-17,25.9,Moderate
Symptoms of Depressive Disorder,By State,Maryland,2021-02-17,25.0,Moderate
Symptoms of Depressive Disorder,By State,Massachusetts,2021-02-17,29.3,Moderate
Symptoms of Depressive Disorder,By State,Michigan,2021-02-17,26.9,Moderate
Symptoms of Depressive Disorder,By State,Minnesota,2021-02-17,18.3,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-02-17,32.9,High
Symptoms of Depressive Disorder,By State,Missouri,2021-02-17,27.2,Moderate
Symptoms of Depressive Disorder,By State,Montana,2021-02-17,23.5,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-02-17,18.8,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-02-17,36.1,Extreme
Symptoms of Depressive Disorder,By State,New Hampshire,2021-02-17,23.5,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-02-17,26.5,Moderate
Symptoms of Depressive Disorder,By State,New Mexico,2021-02-17,32.0,High
Symptoms of Depressive Disorder,By State,New York,2021-02-17,28.2,Moderate
Symptoms of Depressive Disorder,By State,North Carolina,2021-02-17,30.3,High
Symptoms of Depressive Disorder,By State,North Dakota,2021-02-17,20.3,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-02-17,29.1,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2021-02-17,29.5,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-02-17,29.7,Moderate
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-02-17,27.4,Moderate
Symptoms of Depressive Disorder,By State,Rhode Island,2021-02-17,26.5,Moderate
Symptoms of Depressive Disorder,By State,South Carolina,2021-02-17,29.6,Moderate
Symptoms of Depressive Disorder,By State,South Dakota,2021-02-17,20.2,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-02-17,31.2,High
Symptoms of Depressive Disorder,By State,Texas,2021-02-17,27.6,Moderate
Symptoms of Depressive Disorder,By State,Utah,2021-02-17,25.4,Moderate
Symptoms of Depressive Disorder,By State,Vermont,2021-02-17,25.7,Moderate
Symptoms of Depressive Disorder,By State,Virginia,2021-02-17,25.3,Moderate
Symptoms of Depressive Disorder,By State,Washington,2021-02-17,27.8,Moderate
Symptoms of Depressive Disorder,By State,West Virginia,2021-02-17,29.0,Moderate
Symptoms of Depressive Disorder,By State,Wisconsin,2021-02-17,20.7,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-02-17,28.3,Moderate
Symptoms of Anxiety Disorder,By State,Alabama,2021-02-17,30.0,High
Symptoms of Anxiety Disorder,By State,Alaska,2021-02-17,31.9,High
Symptoms of Anxiety Disorder,By State,Arizona,2021-02-17,31.6,High
Symptoms of Anxiety Disorder,By State,Arkansas,2021-02-17,33.7,High
Symptoms of Anxiety Disorder,By State,California,2021-02-17,35.9,Extreme
Symptoms of Anxiety Disorder,By State,Colorado,2021-02-17,31.8,High
Symptoms of Anxiety Disorder,By State,Connecticut,2021-02-17,35.8,Extreme
Symptoms of Anxiety Disorder,By State,Delaware,2021-02-17,30.3,High
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-02-17,34.5,High
Symptoms of Anxiety Disorder,By State,Florida,2021-02-17,32.2,High
Symptoms of Anxiety Disorder,By State,Georgia,2021-02-17,34.7,High
Symptoms of Anxiety Disorder,By State,Hawaii,2021-02-17,31.9,High
Symptoms of Anxiety Disorder,By State,Idaho,2021-02-17,30.2,High
Symptoms of Anxiety Disorder,By State,Illinois,2021-02-17,34.2,High
Symptoms of Anxiety Disorder,By State,Indiana,2021-02-17,33.9,High
Symptoms of Anxiety Disorder,By State,Iowa,2021-02-17,29.1,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-02-17,27.6,Moderate
Symptoms of Anxiety Disorder,By State,Kentucky,2021-02-17,40.1,Extreme
Symptoms of Anxiety Disorder,By State,Louisiana,2021-02-17,39.0,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2021-02-17,33.4,High
Symptoms of Anxiety Disorder,By State,Maryland,2021-02-17,32.3,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-02-17,33.4,High
Symptoms of Anxiety Disorder,By State,Michigan,2021-02-17,32.7,High
Symptoms of Anxiety Disorder,By State,Minnesota,2021-02-17,25.0,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2021-02-17,40.5,Extreme
Symptoms of Anxiety Disorder,By State,Missouri,2021-02-17,34.4,High
Symptoms of Anxiety Disorder,By State,Montana,2021-02-17,25.2,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2021-02-17,21.4,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2021-02-17,40.9,Extreme
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-02-17,26.6,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-02-17,33.1,High
Symptoms of Anxiety Disorder,By State,New Mexico,2021-02-17,33.5,High
Symptoms of Anxiety Disorder,By State,New York,2021-02-17,32.7,High
Symptoms of Anxiety Disorder,By State,North Carolina,2021-02-17,33.0,High
Symptoms of Anxiety Disorder,By State,North Dakota,2021-02-17,25.3,Moderate
Symptoms of Anxiety Disorder,By State,Ohio,2021-02-17,33.7,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-02-17,36.1,Extreme
Symptoms of Anxiety Disorder,By State,Oregon,2021-02-17,35.5,Extreme
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-02-17,32.6,High
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-02-17,32.8,High
Symptoms of Anxiety Disorder,By State,South Carolina,2021-02-17,27.9,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-02-17,26.8,Moderate
Symptoms of Anxiety Disorder,By State,Tennessee,2021-02-17,37.6,Extreme
Symptoms of Anxiety Disorder,By State,Texas,2021-02-17,34.8,High
Symptoms of Anxiety Disorder,By State,Utah,2021-02-17,32.4,High
Symptoms of Anxiety Disorder,By State,Vermont,2021-02-17,29.0,Moderate
Symptoms of Anxiety Disorder,By State,Virginia,2021-02-17,31.9,High
Symptoms of Anxiety Disorder,By State,Washington,2021-02-17,34.2,High
Symptoms of Anxiety Disorder,By State,West Virginia,2021-02-17,33.3,High
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-02-17,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Wyoming,2021-02-17,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-02-17,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-02-17,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-02-17,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-02-17,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-02-17,41.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-02-17,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-02-17,40.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-02-17,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-02-17,36.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-02-17,38.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-02-17,40.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-02-17,34.6,High
