,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
290,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-05-07,mild,2020
291,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-05-07,mild,2020
292,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-05-07,mild,2020
293,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-05-07,mild,2020
294,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-05-07,mild,2020
295,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-05-07,mild,2020
296,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-05-07,mild,2020
297,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-05-07,mild,2020
298,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-05-07,mild,2020
299,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-05-07,mild,2020
300,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-05-07,mild,2020
301,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-05-07,mild,2020
302,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-05-07,mild,2020
303,Symptoms of Anxiety Disorder,By State,California,California,2020-05-07,mild,2020
304,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-05-07,mild,2020
305,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-05-07,mild,2020
306,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-05-07,mild,2020
307,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-05-07,mild,2020
308,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-05-07,mild,2020
309,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-05-07,mild,2020
310,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-05-07,mild,2020
311,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-05-07,mild,2020
312,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-05-07,mild,2020
313,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-05-07,mild,2020
314,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-05-07,mild,2020
315,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-05-07,mild,2020
316,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-05-07,mild,2020
317,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-05-07,mild,2020
318,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-05-07,mild,2020
319,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-05-07,mild,2020
320,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-05-07,mild,2020
321,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-05-07,mild,2020
322,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-05-07,mild,2020
323,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-05-07,mild,2020
324,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-05-07,mild,2020
325,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-05-07,mild,2020
326,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-05-07,mild,2020
327,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-05-07,mild,2020
328,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-05-07,mild,2020
329,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-05-07,mild,2020
330,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-05-07,mild,2020
331,Symptoms of Anxiety Disorder,By State,New York,New York,2020-05-07,mild,2020
332,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-05-07,mild,2020
333,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-05-07,mild,2020
334,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-05-07,mild,2020
335,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-05-07,mild,2020
336,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-05-07,mild,2020
337,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-05-07,mild,2020
338,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-05-07,mild,2020
339,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-05-07,mild,2020
340,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-05-07,mild,2020
341,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-05-07,mild,2020
342,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-05-07,mild,2020
343,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-05-07,mild,2020
344,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-05-07,mild,2020
345,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-05-07,mild,2020
346,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-05-07,mild,2020
347,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-05-07,mild,2020
348,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-05-07,mild,2020
349,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-05-07,mild,2020
350,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-05-07,mild,2020
351,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-05-07,mild,2020
352,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-05-07,mild,2020
353,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-05-07,mild,2020
354,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-05-07,mild,2020
355,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-05-07,mild,2020
356,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-05-07,mild,2020
357,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-05-07,mild,2020
358,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-05-07,mild,2020
359,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-05-07,mild,2020
360,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-05-07,mild,2020
361,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-05-07,mild,2020
362,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-05-07,mild,2020
363,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-05-07,mild,2020
364,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-05-07,mild,2020
365,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-05-07,mild,2020
366,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-05-07,mild,2020
367,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-05-07,mild,2020
368,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-05-07,mild,2020
369,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-05-07,mild,2020
370,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-05-07,mild,2020
371,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-05-07,mild,2020
372,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-05-07,mild,2020
373,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-05-07,mild,2020
374,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-05-07,mild,2020
375,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-05-07,mild,2020
376,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-05-07,mild,2020
377,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-05-07,mild,2020
378,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-05-07,mild,2020
379,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-05-07,mild,2020
380,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-05-07,mild,2020
381,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-05-07,mild,2020
382,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-05-07,mild,2020
383,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-05-07,mild,2020
384,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-05-07,mild,2020
385,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-05-07,mild,2020
386,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-05-07,mild,2020
387,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-05-07,mild,2020
388,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-05-07,mild,2020
389,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-05-07,mild,2020
390,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-05-07,mild,2020
391,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-05-07,mild,2020
392,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-05-07,mild,2020
393,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-05-07,mild,2020
394,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-05-07,mild,2020
395,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-05-07,mild,2020
396,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-05-07,mild,2020
397,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-05-07,mild,2020
398,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-05-07,mild,2020
399,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-05-07,mild,2020
400,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-05-07,mild,2020
401,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-05-07,mild,2020
402,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-05-07,mild,2020
403,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-05-07,mild,2020
404,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-05-07,mild,2020
405,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-05-07,mild,2020
406,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-05-07,mild,2020
407,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-05-07,mild,2020
408,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-05-07,mild,2020
409,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-05-07,mild,2020
410,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-05-07,mild,2020
411,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-05-07,mild,2020
412,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-05-07,mild,2020
413,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-05-07,mild,2020
414,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-05-07,mild,2020
415,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-05-07,mild,2020
416,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-05-07,mild,2020
417,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-05-07,mild,2020
418,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-05-07,mild,2020
419,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-05-07,mild,2020
420,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-05-14,mild,2020
421,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-05-14,mild,2020
422,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-05-14,mild,2020
423,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-05-14,mild,2020
424,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-05-14,mild,2020
425,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-05-14,mild,2020
426,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-05-14,mild,2020
427,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-05-14,mild,2020
428,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-05-14,mild,2020
429,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-05-14,mild,2020
430,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-05-14,mild,2020
431,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-05-14,mild,2020
432,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-05-14,mild,2020
433,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-05-14,mild,2020
434,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-05-14,mild,2020
435,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-05-14,mild,2020
436,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-05-14,mild,2020
437,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-05-14,mild,2020
438,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-05-14,mild,2020
439,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-05-14,mild,2020
440,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-05-14,mild,2020
441,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-05-14,mild,2020
442,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-05-14,mild,2020
443,Symptoms of Depressive Disorder,By State,California,California,2020-05-14,mild,2020
444,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-05-14,mild,2020
445,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-05-14,mild,2020
446,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-05-14,mild,2020
447,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-05-14,mild,2020
448,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-05-14,mild,2020
449,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-05-14,mild,2020
450,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-05-14,mild,2020
451,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-05-14,mild,2020
452,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-05-14,mild,2020
453,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-05-14,mild,2020
454,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-05-14,mild,2020
455,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-05-14,mild,2020
456,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-05-14,mild,2020
457,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-05-14,mild,2020
458,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-05-14,mild,2020
459,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-05-14,mild,2020
460,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-05-14,mild,2020
461,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-05-14,mild,2020
462,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-05-14,mild,2020
463,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-05-14,mild,2020
464,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-05-14,mild,2020
465,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-05-14,mild,2020
466,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-05-14,mild,2020
